"rsq","mu","sampling"
0.998932346866968,71.59971211647296,"Binomial"
0.9977149819674499,67.18012922889686,"Beta-Binomial rho = 0.01"
0.9943865338340998,65.73875238439116,"Beta-Binomial rho = 0.05"
0.9842969772611744,52.13820930941726,"Beta-Binomial rho = 0.1"
0.9953249620298888,113.18882687901599,"Binomial"
0.9984650509059956,109.08297101648753,"Beta-Binomial rho = 0.01"
0.9920857251921013,79.5806984571986,"Beta-Binomial rho = 0.05"
0.9944570146560298,68.87767207642952,"Beta-Binomial rho = 0.1"
0.9994908160139543,79.9599697555595,"Binomial"
0.996573155232494,79.22080754111458,"Beta-Binomial rho = 0.01"
0.9907031495915721,74.01286356070409,"Beta-Binomial rho = 0.05"
0.9936222352037547,56.18962612774631,"Beta-Binomial rho = 0.1"
0.9898194868201928,49.86742042713039,"Binomial"
0.9981185760290555,57.586267843659535,"Beta-Binomial rho = 0.01"
0.9931683285327864,53.22754535019456,"Beta-Binomial rho = 0.05"
0.9908124725899676,51.392229594590916,"Beta-Binomial rho = 0.1"
0.9984581317927517,131.90439329394152,"Binomial"
0.9948392725818649,123.42795953349989,"Beta-Binomial rho = 0.01"
0.9921602539889927,99.36109011250323,"Beta-Binomial rho = 0.05"
0.9920744521476782,75.27856082850361,"Beta-Binomial rho = 0.1"
0.9981281470473282,57.62477535118055,"Binomial"
0.997264293635328,55.766566885303476,"Beta-Binomial rho = 0.01"
0.984518066063927,50.86025722383353,"Beta-Binomial rho = 0.05"
0.9850816163326822,52.96826487622348,"Beta-Binomial rho = 0.1"
0.9863359898474617,87.14811232750539,"Binomial"
0.9821299149896061,92.15022327935105,"Beta-Binomial rho = 0.01"
0.9903174200064627,77.67723854941623,"Beta-Binomial rho = 0.05"
0.9939398901900698,56.72473860264976,"Beta-Binomial rho = 0.1"
0.9820672542609968,95.77130549779841,"Binomial"
0.982042240220214,87.66097615902152,"Beta-Binomial rho = 0.01"
0.9871008005691023,72.61711964197477,"Beta-Binomial rho = 0.05"
0.9806553512305224,54.326798951350554,"Beta-Binomial rho = 0.1"
0.9991323013036222,124.05593759795897,"Binomial"
0.9982841351056383,114.84677784960641,"Beta-Binomial rho = 0.01"
0.9966241204134073,107.67554538533378,"Beta-Binomial rho = 0.05"
0.9945228244630236,80.5201379628858,"Beta-Binomial rho = 0.1"
0.96399538443177,61.78092312596277,"Binomial"
0.9825682245531508,53.25943016655296,"Beta-Binomial rho = 0.01"
0.9780309432621475,54.174658353609324,"Beta-Binomial rho = 0.05"
0.986519820031994,46.732343505837136,"Beta-Binomial rho = 0.1"
0.9746304694696165,105.05266817157546,"Binomial"
0.9810312003326181,98.93992091497162,"Beta-Binomial rho = 0.01"
0.978369780849743,79.9569203132907,"Beta-Binomial rho = 0.05"
0.9869564883428661,59.371147948040615,"Beta-Binomial rho = 0.1"
0.9761505082523603,52.08279101103579,"Binomial"
0.9988568711742728,65.06935304360536,"Beta-Binomial rho = 0.01"
0.9842482501826029,63.40144751877423,"Beta-Binomial rho = 0.05"
0.9840401571097074,53.850829358222164,"Beta-Binomial rho = 0.1"
0.995957603747883,77.90072622054606,"Binomial"
0.9981586207755869,67.13482273121409,"Beta-Binomial rho = 0.01"
0.9926199487900742,55.463247788605806,"Beta-Binomial rho = 0.05"
0.9821637248903646,52.98879849833171,"Beta-Binomial rho = 0.1"
0.9759993954423755,36.06326442041301,"Binomial"
0.9574854029951216,37.75766844348615,"Beta-Binomial rho = 0.01"
0.9680798084119434,39.04471505123533,"Beta-Binomial rho = 0.05"
0.9791291765883392,32.071722166715176,"Beta-Binomial rho = 0.1"
0.9922955759861187,110.94415066732358,"Binomial"
0.9975434781493621,103.64232461001416,"Beta-Binomial rho = 0.01"
0.9984381626980743,78.69229264597112,"Beta-Binomial rho = 0.05"
0.9959254336910799,60.254594212355876,"Beta-Binomial rho = 0.1"
0.9943691352393663,100.70023381296399,"Binomial"
0.9960283589653349,93.96578117133136,"Beta-Binomial rho = 0.01"
0.9927841866789247,87.82838010256262,"Beta-Binomial rho = 0.05"
0.9882196971627571,69.52272869977412,"Beta-Binomial rho = 0.1"
0.9937859367384653,77.27123554869377,"Binomial"
0.9943331237299525,76.6772100092902,"Beta-Binomial rho = 0.01"
0.9923540694137701,58.13949124427904,"Beta-Binomial rho = 0.05"
0.9974328586489739,40.289105765796315,"Beta-Binomial rho = 0.1"
0.9918152894783965,137.486854784431,"Binomial"
0.9993303344784147,129.98963876045823,"Beta-Binomial rho = 0.01"
0.9940657707757686,100.6624097073642,"Beta-Binomial rho = 0.05"
0.9946887248302035,74.21417471815566,"Beta-Binomial rho = 0.1"
0.9895941573653663,76.78477764059112,"Binomial"
0.9932661818254666,71.23552706820095,"Beta-Binomial rho = 0.01"
0.9787722868403065,72.80934182049673,"Beta-Binomial rho = 0.05"
0.9859806888466357,63.41859783142622,"Beta-Binomial rho = 0.1"
0.9831479038369478,148.3702495482386,"Binomial"
0.9815593513802049,129.45566072902906,"Beta-Binomial rho = 0.01"
0.9782979467385949,94.50058215726021,"Beta-Binomial rho = 0.05"
0.9924901363319865,77.09874135480456,"Beta-Binomial rho = 0.1"
0.9984431740794942,92.82014712853918,"Binomial"
0.9994557163724099,94.05114159003907,"Beta-Binomial rho = 0.01"
0.9949630805632311,80.29119851609454,"Beta-Binomial rho = 0.05"
0.9940005153305713,60.74417539559959,"Beta-Binomial rho = 0.1"
0.9830414413012328,69.1853236160465,"Binomial"
0.9852924022817269,62.275944881430746,"Beta-Binomial rho = 0.01"
0.9822453897309761,52.80793212506088,"Beta-Binomial rho = 0.05"
0.9834173186898224,44.12359038715639,"Beta-Binomial rho = 0.1"
0.9977920523526739,126.02687927450381,"Binomial"
0.9968256034718058,113.75257866018896,"Beta-Binomial rho = 0.01"
0.9966254939549861,89.04735286149807,"Beta-Binomial rho = 0.05"
0.9846690257865139,72.57519937648178,"Beta-Binomial rho = 0.1"
0.9985531103741673,64.8032463587145,"Binomial"
0.9975485345767121,63.2420011814968,"Beta-Binomial rho = 0.01"
0.9898162462307241,67.04735892367218,"Beta-Binomial rho = 0.05"
0.9818261114935166,57.0287730392636,"Beta-Binomial rho = 0.1"
0.9993918810147487,107.92453620216827,"Binomial"
0.998685700749116,115.36598245549575,"Beta-Binomial rho = 0.01"
0.9857568611548008,96.15003319576066,"Beta-Binomial rho = 0.05"
0.9905474997956178,66.11496461550801,"Beta-Binomial rho = 0.1"
0.9972816257001705,205.17626097202884,"Binomial"
0.9974493455734673,197.3403918503393,"Beta-Binomial rho = 0.01"
0.9928409904135777,147.05307896795037,"Beta-Binomial rho = 0.05"
0.9933683547987099,120.24718894920971,"Beta-Binomial rho = 0.1"
0.9984346087815977,94.94668807466635,"Binomial"
0.996499838180586,97.7668151035098,"Beta-Binomial rho = 0.01"
0.9953872521375933,66.95611150238585,"Beta-Binomial rho = 0.05"
0.9877351182234057,55.943504049273535,"Beta-Binomial rho = 0.1"
0.9898089105994221,93.61036294002778,"Binomial"
0.9954428828816969,89.33158997248884,"Beta-Binomial rho = 0.01"
0.9969096904672623,81.94255809427423,"Beta-Binomial rho = 0.05"
0.9912479096977873,65.21345611569244,"Beta-Binomial rho = 0.1"
0.9981866069968387,109.04184543305595,"Binomial"
0.997155287244967,100.83307213977108,"Beta-Binomial rho = 0.01"
0.9919565804168937,79.91357432505554,"Beta-Binomial rho = 0.05"
0.9880309872982221,65.87450567107659,"Beta-Binomial rho = 0.1"
0.9978799398094422,74.54123759476744,"Binomial"
0.997245425864465,72.35517444523836,"Beta-Binomial rho = 0.01"
0.9857037848451415,60.34530186408333,"Beta-Binomial rho = 0.05"
0.9891099999499017,49.68263074680001,"Beta-Binomial rho = 0.1"
0.9993197867415541,108.60122894609873,"Binomial"
0.9966218765550755,105.08760600526642,"Beta-Binomial rho = 0.01"
0.992940150660934,85.62458244020826,"Beta-Binomial rho = 0.05"
0.993606413547965,60.073791905624795,"Beta-Binomial rho = 0.1"
0.9883960213945172,76.16612714184461,"Binomial"
0.9972743225714047,78.50761762106858,"Beta-Binomial rho = 0.01"
0.99554605860532,70.08782007454893,"Beta-Binomial rho = 0.05"
0.9895662587143725,54.890329206453494,"Beta-Binomial rho = 0.1"
0.9964375044400317,68.5031471864654,"Binomial"
0.9995437911885461,77.1886096183675,"Beta-Binomial rho = 0.01"
0.9954024964703708,67.96283186545857,"Beta-Binomial rho = 0.05"
0.9926112684251597,56.66943586197117,"Beta-Binomial rho = 0.1"
0.9978623701000778,46.11389718405133,"Binomial"
0.9989010502747279,49.21197822895167,"Beta-Binomial rho = 0.01"
0.9837594316219248,41.25957548849384,"Beta-Binomial rho = 0.05"
0.9884200382822589,36.17754807132043,"Beta-Binomial rho = 0.1"
0.9990843384645112,56.19517520181101,"Binomial"
0.9986308678577319,56.2765369069292,"Beta-Binomial rho = 0.01"
0.9882125932766457,53.05196435762375,"Beta-Binomial rho = 0.05"
0.9866264800789434,42.28477678902812,"Beta-Binomial rho = 0.1"
0.9922247964681543,81.6757483758566,"Binomial"
0.9828822497995754,79.18737446263069,"Beta-Binomial rho = 0.01"
0.9950559675644962,58.14850826826285,"Beta-Binomial rho = 0.05"
0.9674836095955888,41.868581396173845,"Beta-Binomial rho = 0.1"
0.9946180399877063,155.87216560486056,"Binomial"
0.9955801067282875,139.6107408553529,"Beta-Binomial rho = 0.01"
0.9949606522058939,105.15802998721482,"Beta-Binomial rho = 0.05"
0.9929621446893248,78.47566859410232,"Beta-Binomial rho = 0.1"
0.9980149428155262,106.921706333461,"Binomial"
0.9959139224809497,98.11680738204161,"Beta-Binomial rho = 0.01"
0.9911249479279334,85.76585532157154,"Beta-Binomial rho = 0.05"
0.9941000119073294,69.45731924473726,"Beta-Binomial rho = 0.1"
0.9809535251235802,91.66548603790599,"Binomial"
0.9894536042699771,88.60836381475549,"Beta-Binomial rho = 0.01"
0.9884198039932054,72.84748127143024,"Beta-Binomial rho = 0.05"
0.9835121870273503,66.69240285979235,"Beta-Binomial rho = 0.1"
0.9921708591542041,70.91698507352575,"Binomial"
0.9951774225484042,68.51876164027745,"Beta-Binomial rho = 0.01"
0.982062312481651,65.3664463704789,"Beta-Binomial rho = 0.05"
0.9970746711476374,50.258213432791194,"Beta-Binomial rho = 0.1"
0.9844922679445274,96.82749509356324,"Binomial"
0.9839252051408433,83.04951269792339,"Beta-Binomial rho = 0.01"
0.9823208489036215,75.08208289384798,"Beta-Binomial rho = 0.05"
0.9754476821391982,55.599346500166206,"Beta-Binomial rho = 0.1"
0.9977469646988885,120.89107893927019,"Binomial"
0.9974425011013496,113.63994674195723,"Beta-Binomial rho = 0.01"
0.9942559508135224,89.54183316631813,"Beta-Binomial rho = 0.05"
0.9917553855472264,66.06464965868369,"Beta-Binomial rho = 0.1"
0.9967573312209623,55.09581888245655,"Binomial"
0.9962726504878988,54.331621414624834,"Beta-Binomial rho = 0.01"
0.982762018509884,51.40851055033387,"Beta-Binomial rho = 0.05"
0.9828131406755093,39.437483049430654,"Beta-Binomial rho = 0.1"
0.9936621749412085,90.3675608001058,"Binomial"
0.989585076962356,79.87619013109064,"Beta-Binomial rho = 0.01"
0.9789069102911846,60.26898467464188,"Beta-Binomial rho = 0.05"
0.9883399176674285,45.5991553903315,"Beta-Binomial rho = 0.1"
0.9947591565566974,135.08910669771987,"Binomial"
0.9961029049241132,126.01020250425033,"Beta-Binomial rho = 0.01"
0.9926217719207461,90.98433645301738,"Beta-Binomial rho = 0.05"
0.9841061350031916,80.00468018028558,"Beta-Binomial rho = 0.1"
0.9947809923813408,41.67080760467977,"Binomial"
0.975529884636963,47.32961420420764,"Beta-Binomial rho = 0.01"
0.9740063476425521,41.44681053660692,"Beta-Binomial rho = 0.05"
0.9802088505172604,46.282138234009594,"Beta-Binomial rho = 0.1"
0.9966345029014858,76.31233105341903,"Binomial"
0.9968720226920252,70.52029568543085,"Beta-Binomial rho = 0.01"
0.9824618121889357,65.40040214938222,"Beta-Binomial rho = 0.05"
0.9956093390487026,48.6909766784179,"Beta-Binomial rho = 0.1"
0.9890120367269429,155.23890511080256,"Binomial"
0.9853007184098639,140.51240762495712,"Beta-Binomial rho = 0.01"
0.9872987704766115,103.51830915402122,"Beta-Binomial rho = 0.05"
0.980563893537443,90.08521892188462,"Beta-Binomial rho = 0.1"
0.9990512556915412,101.99137691004186,"Binomial"
0.9993420096868506,103.72720273217813,"Beta-Binomial rho = 0.01"
0.9971547272582201,90.47431567274324,"Beta-Binomial rho = 0.05"
0.9836643755217394,70.95596609413234,"Beta-Binomial rho = 0.1"
0.9990848162714474,86.95118493209799,"Binomial"
0.9992845932244154,89.96246372290103,"Beta-Binomial rho = 0.01"
0.9893216931554685,76.65289652893902,"Beta-Binomial rho = 0.05"
0.9891379791264678,66.97107016957543,"Beta-Binomial rho = 0.1"
0.9962301262635924,92.06752749849501,"Binomial"
0.9969327845413485,86.22349641007692,"Beta-Binomial rho = 0.01"
0.9921049730954505,65.88849556463612,"Beta-Binomial rho = 0.05"
0.991896299454685,60.654874633941425,"Beta-Binomial rho = 0.1"
0.9935270676520025,90.03607325477644,"Binomial"
0.9903020193607609,87.51080003193746,"Beta-Binomial rho = 0.01"
0.9872589267210327,59.39262171221122,"Beta-Binomial rho = 0.05"
0.9866415939243559,51.65992298774672,"Beta-Binomial rho = 0.1"
0.9979518755763584,157.17827861911275,"Binomial"
0.9960410607975879,148.39574681482213,"Beta-Binomial rho = 0.01"
0.9890844832982295,119.81349905975914,"Beta-Binomial rho = 0.05"
0.9897809972314615,80.81002243691053,"Beta-Binomial rho = 0.1"
0.9862981327491738,134.50714809868182,"Binomial"
0.9890684180621263,117.78688940914591,"Beta-Binomial rho = 0.01"
0.9876272761325585,90.49919446718894,"Beta-Binomial rho = 0.05"
0.9931825777436005,67.58057262776263,"Beta-Binomial rho = 0.1"
0.9932338695501991,102.9049406814756,"Binomial"
0.9892021681881537,92.43360021101803,"Beta-Binomial rho = 0.01"
0.9857572149040842,69.50327311141638,"Beta-Binomial rho = 0.05"
0.9938741354010269,50.87386924004543,"Beta-Binomial rho = 0.1"
0.9871452012414027,103.57693174865663,"Binomial"
0.9917185016719197,96.29610694958782,"Beta-Binomial rho = 0.01"
0.9938570200491499,83.05387430923273,"Beta-Binomial rho = 0.05"
0.993396015188014,64.39927605918376,"Beta-Binomial rho = 0.1"
0.9939465259540285,60.92258020888667,"Binomial"
0.9895134210283613,61.08072663234129,"Beta-Binomial rho = 0.01"
0.9893509226749712,57.26401327584465,"Beta-Binomial rho = 0.05"
0.987340137794467,50.34755852701138,"Beta-Binomial rho = 0.1"
0.9973697576146352,66.00463995630781,"Binomial"
0.9970638933525701,73.6316605752483,"Beta-Binomial rho = 0.01"
0.9798346108635259,75.75908888774828,"Beta-Binomial rho = 0.05"
0.9902070973753094,61.9066830131748,"Beta-Binomial rho = 0.1"
0.9992577416515078,103.11430583654325,"Binomial"
0.992849230186882,102.84016263050498,"Beta-Binomial rho = 0.01"
0.9943000158279992,75.75804783248218,"Beta-Binomial rho = 0.05"
0.9970792654210456,57.035299251879245,"Beta-Binomial rho = 0.1"
0.9962111091076723,98.09477994461272,"Binomial"
0.9977748460577004,96.2113902621709,"Beta-Binomial rho = 0.01"
0.9911240090212433,76.25437174720912,"Beta-Binomial rho = 0.05"
0.9905208347332599,57.74672586990344,"Beta-Binomial rho = 0.1"
0.9973753467090751,86.16654847568006,"Binomial"
0.9907174518266151,76.28991779548824,"Beta-Binomial rho = 0.01"
0.995392939576766,60.50252737532442,"Beta-Binomial rho = 0.05"
0.9806822573645763,53.78959416602913,"Beta-Binomial rho = 0.1"
0.9983210484357438,117.43921220890246,"Binomial"
0.998568349126652,111.89218611678423,"Beta-Binomial rho = 0.01"
0.9901170324870437,89.52473429451173,"Beta-Binomial rho = 0.05"
0.9896179436017988,72.50635801196917,"Beta-Binomial rho = 0.1"
0.9951268266190836,125.61062083393479,"Binomial"
0.9926387044877304,114.32247992088456,"Beta-Binomial rho = 0.01"
0.9937285071261573,87.76548617709383,"Beta-Binomial rho = 0.05"
0.9959003495987593,67.64461797839702,"Beta-Binomial rho = 0.1"
0.9990997599751341,78.56737041121345,"Binomial"
0.9960478132411891,78.17087182693201,"Beta-Binomial rho = 0.01"
0.9930855238971107,60.94267661089056,"Beta-Binomial rho = 0.05"
0.9887683876451763,54.485982563676785,"Beta-Binomial rho = 0.1"
0.9934285982029067,73.68450660371673,"Binomial"
0.9989106124743876,78.60013741217298,"Beta-Binomial rho = 0.01"
0.9970672725930844,55.66263801553304,"Beta-Binomial rho = 0.05"
0.9926407013019013,51.441919407444274,"Beta-Binomial rho = 0.1"
0.9974645236479207,86.36014139111388,"Binomial"
0.9930251021161975,90.07062658176213,"Beta-Binomial rho = 0.01"
0.9913558022373304,62.77809128683271,"Beta-Binomial rho = 0.05"
0.9959390757112778,53.18303406162036,"Beta-Binomial rho = 0.1"
0.9948814054088309,135.95180415672095,"Binomial"
0.9977953268501374,120.42882818139172,"Beta-Binomial rho = 0.01"
0.9929956141818259,97.760202882729,"Beta-Binomial rho = 0.05"
0.9902577277256055,75.72966416575498,"Beta-Binomial rho = 0.1"
0.9990247148215967,71.17633485355883,"Binomial"
0.9954154161601411,77.08934874185087,"Beta-Binomial rho = 0.01"
0.9852335990191928,62.80721134058114,"Beta-Binomial rho = 0.05"
0.9903438252326373,51.99176501283758,"Beta-Binomial rho = 0.1"
0.9993436277878804,116.10115571540221,"Binomial"
0.9986145086137466,111.90831696115534,"Beta-Binomial rho = 0.01"
0.9990327065924097,78.00170371644587,"Beta-Binomial rho = 0.05"
0.9911222119907712,66.82089468560247,"Beta-Binomial rho = 0.1"
0.9965371970414513,123.91034824915332,"Binomial"
0.997386520001912,120.17319161001215,"Beta-Binomial rho = 0.01"
0.9934704104800037,82.32189242148588,"Beta-Binomial rho = 0.05"
0.9901648867149909,70.30314806747879,"Beta-Binomial rho = 0.1"
0.9971020655305023,154.6889884205147,"Binomial"
0.9951333322219194,133.73604519752294,"Beta-Binomial rho = 0.01"
0.9880854447055963,101.11000553655617,"Beta-Binomial rho = 0.05"
0.9899605224696689,74.81910320818136,"Beta-Binomial rho = 0.1"
0.9828196361554206,103.86146559882513,"Binomial"
0.9842345135387731,93.07477167875902,"Beta-Binomial rho = 0.01"
0.9870449585406708,71.51136039549864,"Beta-Binomial rho = 0.05"
0.989993241057837,58.51792184143252,"Beta-Binomial rho = 0.1"
0.9924056731822267,172.5864504792872,"Binomial"
0.9846605113803795,169.17716859490164,"Beta-Binomial rho = 0.01"
0.984685022850945,115.1411599193329,"Beta-Binomial rho = 0.05"
0.9939116110339109,84.51590946569068,"Beta-Binomial rho = 0.1"
0.9806516206095918,140.32551075732766,"Binomial"
0.9842622603136243,126.14239755841068,"Beta-Binomial rho = 0.01"
0.9843482807029145,100.84667476378851,"Beta-Binomial rho = 0.05"
0.9874380714152863,81.03522312007571,"Beta-Binomial rho = 0.1"
0.9991830279142138,133.09975866820156,"Binomial"
0.998638474068426,128.33441172553432,"Beta-Binomial rho = 0.01"
0.9962413293641603,112.28823564217296,"Beta-Binomial rho = 0.05"
0.9963684012951027,89.84580559645279,"Beta-Binomial rho = 0.1"
0.9964073031462297,81.39052258989344,"Binomial"
0.9892182851339585,82.07829785174857,"Beta-Binomial rho = 0.01"
0.9889877915164856,76.33857880635145,"Beta-Binomial rho = 0.05"
0.9945015483161558,53.64769571925526,"Beta-Binomial rho = 0.1"
0.9700099820887119,76.23711374731687,"Binomial"
0.9753933467227756,72.27206875579371,"Beta-Binomial rho = 0.01"
0.9847521276356066,51.31807063999818,"Beta-Binomial rho = 0.05"
0.9907565792378082,44.82015377753089,"Beta-Binomial rho = 0.1"
0.9993504499260992,71.64501697294396,"Binomial"
0.9985692442949796,68.70239969389536,"Beta-Binomial rho = 0.01"
0.9954978079494352,62.27474991826644,"Beta-Binomial rho = 0.05"
0.9910936945894419,52.85027370541437,"Beta-Binomial rho = 0.1"
0.9666026210555324,103.68602629462042,"Binomial"
0.9670335192032533,117.04049332404948,"Beta-Binomial rho = 0.01"
0.9876232807535181,93.91892735047702,"Beta-Binomial rho = 0.05"
0.9902343084316444,74.32469473670622,"Beta-Binomial rho = 0.1"
0.9931442068611622,103.52565107055057,"Binomial"
0.9904348931551024,91.80412476570214,"Beta-Binomial rho = 0.01"
0.993405459308253,71.42615802882396,"Beta-Binomial rho = 0.05"
0.9792110798934663,66.50827807444382,"Beta-Binomial rho = 0.1"
0.9755141843136039,86.68577663963968,"Binomial"
0.9770919652602355,82.96851465125187,"Beta-Binomial rho = 0.01"
0.9891617228193835,58.900873076391775,"Beta-Binomial rho = 0.05"
0.9790251760910673,49.74549036627772,"Beta-Binomial rho = 0.1"
0.992967720698313,117.08926390198341,"Binomial"
0.9979639787108157,108.50515900435352,"Beta-Binomial rho = 0.01"
0.9966585253554465,85.20170673307354,"Beta-Binomial rho = 0.05"
0.9844246707558505,62.04690313933145,"Beta-Binomial rho = 0.1"
0.993697044954586,135.63237566477042,"Binomial"
0.9977283036050975,131.95621954052953,"Beta-Binomial rho = 0.01"
0.9975811654105207,120.78487926621696,"Beta-Binomial rho = 0.05"
0.9917803232992647,97.20975858582948,"Beta-Binomial rho = 0.1"
0.9918145493094148,90.45798730361389,"Binomial"
0.9989466070906453,83.05724846097019,"Beta-Binomial rho = 0.01"
0.9931517155858113,75.98248266152254,"Beta-Binomial rho = 0.05"
0.9942408558149833,63.96447397176823,"Beta-Binomial rho = 0.1"
0.9950032348669018,111.33057515950334,"Binomial"
0.9916693874982684,97.3063217138379,"Beta-Binomial rho = 0.01"
0.9929568550156399,78.24958053435253,"Beta-Binomial rho = 0.05"
0.9937277153792095,65.54319353305384,"Beta-Binomial rho = 0.1"
0.9995439241151179,83.74686111599901,"Binomial"
0.9944099345050154,78.5645512550588,"Beta-Binomial rho = 0.01"
0.9901794799774445,58.76532390554732,"Beta-Binomial rho = 0.05"
0.9955909892946884,52.127408579625985,"Beta-Binomial rho = 0.1"
0.9970028545025779,113.98055905476645,"Binomial"
0.998596008919692,107.51454236389095,"Beta-Binomial rho = 0.01"
0.9937225070232443,85.75743434481618,"Beta-Binomial rho = 0.05"
0.991376470783138,69.62407519220304,"Beta-Binomial rho = 0.1"
0.9973118420704876,102.15630644333902,"Binomial"
0.9954628962443748,97.58566666437902,"Beta-Binomial rho = 0.01"
0.9968063808763954,79.58239705729339,"Beta-Binomial rho = 0.05"
0.9829228494070419,76.22015658573046,"Beta-Binomial rho = 0.1"
0.9879903496868151,69.73960379170764,"Binomial"
0.9987524890564233,72.62636278190159,"Beta-Binomial rho = 0.01"
0.9958707556383508,66.17300156926443,"Beta-Binomial rho = 0.05"
0.9892538860764455,63.58229733332501,"Beta-Binomial rho = 0.1"
0.9947912289510065,110.05595106571361,"Binomial"
0.9909047532487015,107.89968536245706,"Beta-Binomial rho = 0.01"
0.9906118148103347,74.25748385654242,"Beta-Binomial rho = 0.05"
0.9885270384507316,53.82000870904198,"Beta-Binomial rho = 0.1"
0.9834219085730471,67.21670992958272,"Binomial"
0.9940869810618038,62.582933728805834,"Beta-Binomial rho = 0.01"
0.9858669856982393,61.60221690222094,"Beta-Binomial rho = 0.05"
0.9930466675831103,51.378377252124245,"Beta-Binomial rho = 0.1"
0.9885930756631983,141.28633613914727,"Binomial"
0.9853628275486935,130.04266940337254,"Beta-Binomial rho = 0.01"
0.9909137622187116,89.2848278804909,"Beta-Binomial rho = 0.05"
0.9900248072176744,66.83919768106911,"Beta-Binomial rho = 0.1"
0.9963953425046812,93.68951337270165,"Binomial"
0.9952764702165648,86.6374827195044,"Beta-Binomial rho = 0.01"
0.9915305993361728,69.96509257288815,"Beta-Binomial rho = 0.05"
0.982289401001939,64.68773315582281,"Beta-Binomial rho = 0.1"
0.9984518650068931,48.0017722094709,"Binomial"
0.9967468375790863,44.66672302974586,"Beta-Binomial rho = 0.01"
0.9865766185201066,48.88917762930637,"Beta-Binomial rho = 0.05"
0.9766928146525913,39.85115578365747,"Beta-Binomial rho = 0.1"
0.9969712257556088,81.56211542200683,"Binomial"
0.9974445250272603,83.08334007742648,"Beta-Binomial rho = 0.01"
0.9820793501022465,63.71373656740501,"Beta-Binomial rho = 0.05"
0.9856831101574748,61.04815935159353,"Beta-Binomial rho = 0.1"
0.9938064763265242,103.79188946627134,"Binomial"
0.9976746968803124,101.72694032355199,"Beta-Binomial rho = 0.01"
0.9910238487763332,80.36086733865775,"Beta-Binomial rho = 0.05"
0.9920772564094725,69.41471392876258,"Beta-Binomial rho = 0.1"
0.9936798149989057,83.54406107488589,"Binomial"
0.9931632106274846,85.24271843346234,"Beta-Binomial rho = 0.01"
0.9913074637972007,65.34405017333864,"Beta-Binomial rho = 0.05"
0.9948389570024347,53.56512678454306,"Beta-Binomial rho = 0.1"
0.9993005197723018,73.60196987239428,"Binomial"
0.9926990977886038,75.20528974573946,"Beta-Binomial rho = 0.01"
0.977210360144002,66.75066686530013,"Beta-Binomial rho = 0.05"
0.981932266556254,56.489732737266316,"Beta-Binomial rho = 0.1"
0.999745261195838,95.95737199713322,"Binomial"
0.9959148324622047,100.00765224650473,"Beta-Binomial rho = 0.01"
0.9895958505374677,87.26480538093705,"Beta-Binomial rho = 0.05"
0.9868157089908088,66.40377417982953,"Beta-Binomial rho = 0.1"
0.995133908779973,42.05694767242914,"Binomial"
0.9993205745051683,45.03688931584662,"Beta-Binomial rho = 0.01"
0.9823759520050298,52.73821734468132,"Beta-Binomial rho = 0.05"
0.9708349257144927,43.78189041134861,"Beta-Binomial rho = 0.1"
0.9986474556127634,64.34538065881996,"Binomial"
0.9951884102658528,65.5107590682135,"Beta-Binomial rho = 0.01"
0.9878342692649357,52.45842890966658,"Beta-Binomial rho = 0.05"
0.9847451116593995,40.19358542212313,"Beta-Binomial rho = 0.1"
0.9904931043277594,92.59207203021694,"Binomial"
0.9992627106110624,90.20050171609003,"Beta-Binomial rho = 0.01"
0.994415952981718,71.39345695105675,"Beta-Binomial rho = 0.05"
0.9931453841483758,53.97173433557155,"Beta-Binomial rho = 0.1"
0.9991421406332867,74.47892966581018,"Binomial"
0.9969884719048863,72.50037668495231,"Beta-Binomial rho = 0.01"
0.9924710286453984,53.8784257589211,"Beta-Binomial rho = 0.05"
0.9916405557793211,45.14027204792179,"Beta-Binomial rho = 0.1"
0.9994618289321054,96.44809515856255,"Binomial"
0.999434223504464,94.72763231380432,"Beta-Binomial rho = 0.01"
0.9853323120706203,90.9827966074679,"Beta-Binomial rho = 0.05"
0.988523366974057,80.4688198877679,"Beta-Binomial rho = 0.1"
0.9982602029648076,95.56610067231011,"Binomial"
0.9918578377603322,90.66181570786269,"Beta-Binomial rho = 0.01"
0.9905017998821593,74.87762917731085,"Beta-Binomial rho = 0.05"
0.9949374283515956,62.03271071570364,"Beta-Binomial rho = 0.1"
0.9806848973984336,49.57843230399457,"Binomial"
0.9857658403035854,55.388456402471014,"Beta-Binomial rho = 0.01"
0.9793264084690186,48.06315917057168,"Beta-Binomial rho = 0.05"
0.9948608110800243,44.802224369108515,"Beta-Binomial rho = 0.1"
0.9930993264290482,130.56487792927658,"Binomial"
0.9948137197471586,119.81072849559318,"Beta-Binomial rho = 0.01"
0.9895473293993972,84.56369296802077,"Beta-Binomial rho = 0.05"
0.9858240722369151,74.30555090583617,"Beta-Binomial rho = 0.1"
0.954623504931302,78.39595552231377,"Binomial"
0.9549129872144854,77.32335797369426,"Beta-Binomial rho = 0.01"
0.9632341990143153,74.0520901715372,"Beta-Binomial rho = 0.05"
0.9653573457529429,66.16301886961644,"Beta-Binomial rho = 0.1"
0.9897505295533631,228.6546447577781,"Binomial"
0.9886162563695321,205.6541788055621,"Beta-Binomial rho = 0.01"
0.9854737472508314,148.80174817996365,"Beta-Binomial rho = 0.05"
